boro_cd,count_night,population,area_km2,rate_per_1k_pop,rate_per_km2,share_noise___residential,share_noise___street/sidewalk,share_noise___commercial,share_noise___vehicle,share_noise___park,share_noise,share_noise___helicopter,share_noise___house_of_worship,count_evening,share_evening,count_early_am,share_early_am,count_core_night,share_core_night,count_predawn,share_predawn,count_late_night,late_night_share,count_weekend,count_weekday,weekend_rate,weekday_rate,weekend_uplift,count_warm,count_cool,warm_rate,cool_rate,warm_season_ratio,warm_share,borough_name,district_number,cd_label,cd_short,year_start,year_end
305,7021,205303,14.44486718957917,34.19823382999761,486.0550054115483,0.5863837060247828,0.17988890471442814,0.08075772681954138,0.07876370887337986,0.002848597065945022,0.06736932060959977,0.0009970089730807576,0.0029910269192422734,2964,0.42216208517305226,1400,0.19940179461615154,808,0.11508332146417889,1849,0.26335279874661727,1339,0.19071357356501922,3178,3843,1589.0,768.6,2.0673952641165756,2322,4699,774.0,522.1111111111111,1.4824430729942542,0.33072211935621704,Brooklyn,5,Brooklyn Community District 5,BK 5,2021,2023
306,6475,120661,7.9431327669611,53.662741067950705,815.1695546286605,0.16,0.10610038610038611,0.05405405405405406,0.053899613899613896,0.005714285714285714,0.22007722007722008,0.3996911196911197,0.0004633204633204633,1347,0.20803088803088804,905,0.13976833976833977,1469,0.22687258687258688,2754,0.42532818532818534,1922,0.29683397683397683,2142,4333,1071.0,866.6,1.235864297253635,1315,5160,438.3333333333333,573.3333333333334,0.7645348837209301,0.2030888030888031,Brooklyn,6,Brooklyn Community District 6,BK 6,2021,2023
307,3479,124433,9.673366329355831,27.95882121302227,359.64729149585236,0.3492382868640414,0.19143432020695603,0.11670020120724346,0.08738143144581777,0.05978729519977005,0.18741017533774074,0.0077608508192009195,0.0002874389192296637,1145,0.3291175625179649,540,0.15521701638401839,548,0.1575165277378557,1246,0.358148893360161,801,0.23023857430296063,1337,2142,668.5,428.4,1.5604575163398693,836,2643,278.6666666666667,293.6666666666667,0.9489216799091941,0.24029893647599884,Brooklyn,7,Brooklyn Community District 7,BK 7,2021,2023
308,7377,110281,4.237047583470489,66.89275577842058,1741.0708411156506,0.34404229361529076,0.09217839230039311,0.04554697031313542,0.06113596312864308,0.0031177985631015317,0.14368984682120103,0.31015317879896975,0.00013555645926528398,1963,0.26609732953775245,1000,0.13555645926528398,1482,0.20089467263115088,2932,0.39745153856581267,1930,0.2616239663819981,2544,4833,1272.0,966.6,1.3159528243327125,1743,5634,581.0,626.0,0.9281150159744409,0.23627490849939,Brooklyn,8,Brooklyn Community District 8,BK 8,2021,2023
309,4789,99978,4.209735851082984,47.900538118386045,1137.6010679548924,0.49196074337022344,0.19335978283566507,0.0549175193150971,0.08498642722906662,0.003758613489246189,0.15702651910628523,0.012111087909793277,0.0018793067446230946,1502,0.31363541449154314,728,0.15201503445395698,757,0.15807057840885363,1802,0.37627897264564625,1074,0.2242639381916893,1672,3117,836.0,623.4,1.3410330445941612,1033,3756,344.3333333333333,417.3333333333333,0.8250798722044729,0.2157026519106285,Brooklyn,9,Brooklyn Community District 9,BK 9,2021,2023
310,3321,127569,10.343856356738288,26.032970392493475,321.0601428969578,0.4513700692562481,0.10960554049984944,0.10870219813309244,0.11412225233363445,0.010538994278831678,0.20264980427582055,0.0027100271002710027,0.00030111412225233364,1025,0.30864197530864196,497,0.1496537187594098,553,0.1665161096055405,1246,0.3751881963264077,815,0.2454080096356519,1282,2039,641.0,407.8,1.5718489455615496,825,2496,275.0,277.3333333333333,0.9915865384615385,0.24841915085817526,Brooklyn,10,Brooklyn Community District 10,BK 10,2021,2023
311,3699,188487,9.588104413840973,19.624695602349234,385.7905421493203,0.570154095701541,0.08623952419572857,0.11408488780751555,0.09299810759664774,0.004325493376588267,0.1281427412814274,0.0010813733441470668,0.0029737766964044337,1174,0.3173830765071641,640,0.1730197350635307,673,0.181941065152744,1212,0.32765612327656124,959,0.25925925925925924,1388,2311,694.0,462.2,1.5015144958892255,788,2911,262.6666666666667,323.44444444444446,0.8120920645826177,0.21303054879697214,Brooklyn,11,Brooklyn Community District 11,BK 11,2021,2023
312,3372,192058,9.245891692148366,17.557196263628697,364.70252002448944,0.42526690391459077,0.16548042704626334,0.060794780545670224,0.19661921708185054,0.00741399762752076,0.13997627520759193,0.002372479240806643,0.0020759193357058124,840,0.2491103202846975,616,0.1826809015421115,637,0.18890865954922895,1279,0.379300118623962,957,0.28380782918149466,1135,2237,567.5,447.4,1.2684398748323649,813,2559,271.0,284.3333333333333,0.9531066822977726,0.2411032028469751,Brooklyn,12,Brooklyn Community District 12,BK 12,2021,2023
313,2858,110299,8.199825561345696,25.91138632263212,348.5439999446727,0.6648005598320503,0.15115465360391883,0.016794961511546535,0.043037088873338,0.005598320503848845,0.11756473058082575,0.0003498950314905528,0.0006997900629811056,982,0.3435969209237229,464,0.16235129461161651,442,0.15465360391882435,970,0.33939818054583626,631,0.22078376487053883,1032,1826,516.0,365.2,1.4129244249726178,829,2029,276.3333333333333,225.44444444444446,1.2257269590931492,0.2900629811056683,Brooklyn,13,Brooklyn Community District 13,BK 13,2021,2023
314,5808,164539,7.634075782339167,35.29862221114751,760.7993640089807,0.6113980716253443,0.13360881542699724,0.04321625344352617,0.09142561983471074,0.0032713498622589533,0.11053719008264463,0.004476584022038568,0.002066115702479339,1709,0.29424931129476584,899,0.15478650137741046,1056,0.18181818181818182,2144,0.3691460055096419,1473,0.25361570247933884,1945,3863,972.5,772.6,1.2587367331089827,1366,4442,455.3333333333333,493.55555555555554,0.9225574065736155,0.23519283746556474,Brooklyn,14,Brooklyn Community District 14,BK 14,2021,2023
315,3483,157254,12.23022608557017,22.148880155671716,284.7862317205581,0.6072351421188631,0.09072638530002872,0.06603502727533735,0.06316393913293138,0.004880849842090152,0.165374677002584,0.0017226528854435831,0.0008613264427217916,881,0.2529428653459661,620,0.17800746482917026,684,0.19638242894056848,1298,0.37266724088429515,977,0.28050531151306346,1197,2286,598.5,457.2,1.3090551181102363,793,2690,264.3333333333333,298.8888888888889,0.8843866171003716,0.22767728969279358,Brooklyn,15,Brooklyn Community District 15,BK 15,2021,2023
316,3647,94660,4.809348896368226,38.527361081766315,758.3147071642126,0.7046887853029887,0.1288730463394571,0.02275843158760625,0.041678091582122295,0.02056484782012613,0.0781464217164793,0.0021935837674801205,0.0010967918837400603,1407,0.3857965451055662,695,0.19056758979983549,534,0.14642171647929805,1011,0.27721414861530025,813,0.22292295037016727,1448,2199,724.0,439.8,1.6462028194633924,1069,2578,356.3333333333333,286.44444444444446,1.2439875872769588,0.29311763092953114,Brooklyn,16,Brooklyn Community District 16,BK 16,2021,2023
317,5429,158546,8.715866129915602,34.24242806504106,622.8870337241596,0.6743414993553141,0.11125437465463253,0.06538957450727574,0.0652053785227482,0.0007367839381101492,0.0804936452385338,0.0005525879535826119,0.0020261558298029104,2123,0.39104807515196166,999,0.18401178854300976,791,0.145699023761282,1516,0.27924111254374656,1192,0.21956161355682446,2190,3239,1095.0,647.8,1.690336523618401,1445,3984,481.6666666666667,442.6666666666667,1.0881024096385543,0.2661631976422914,Brooklyn,17,Brooklyn Community District 17,BK 17,2021,2023
318,3402,200230,21.89407473422202,16.990460969884634,155.38450659814495,0.569077013521458,0.09964726631393298,0.14315108759553205,0.059082892416225746,0.0029394473838918285,0.11816578483245149,0.003527336860670194,0.004409171075837742,1473,0.4329805996472663,584,0.17166372721928277,443,0.130217519106408,902,0.26513815402704294,669,0.1966490299823633,1491,1911,745.5,382.2,1.9505494505494505,995,2407,331.6666666666667,267.44444444444446,1.240132945575405,0.2924750146972369,Brooklyn,18,Brooklyn Community District 18,BK 18,2021,2023
401,9518,175716,15.927165520674146,54.1669512167361,597.5953466199134,0.3588989283462912,0.1668417734818239,0.18165581004412693,0.09970582055053583,0.005463332632906073,0.17051901660012608,0.015654549275057786,0.0012607690691321706,3609,0.37917629754150034,2150,0.22588779155284724,1359,0.14278209707921832,2400,0.25215381382643415,2125,0.22326118932548855,4076,5442,2038.0,1088.4,1.8724733553840498,2360,7158,786.6666666666666,795.3333333333334,0.9891031014249789,0.2479512502626602,Queens,1,Queens Community District 1,QN 1,2021,2023
402,5658,124372,13.006979426280374,45.49255459428167,434.9972283778746,0.3543655001767409,0.2150936726758572,0.09261223047013079,0.08660303994344291,0.012725344644750796,0.22198656769176386,0.016260162601626018,0.0003534817956875221,1712,0.3025804171085189,898,0.1587133262636974,941,0.16631318487097915,2107,0.37239307175680453,1384,0.24460940261576528,2278,3380,1139.0,676.0,1.6849112426035502,1516,4142,505.3333333333333,460.22222222222223,1.098020280057943,0.2679392011311417,Queens,2,Queens Community District 2,QN 2,2021,2023
403,6156,161901,7.754822098048157,38.02323642225805,793.8286555341391,0.5190058479532164,0.22287199480181935,0.0726120857699805,0.08576998050682261,0.0242040285899935,0.07179987004548408,0.0008122157244964262,0.0029239766081871343,2479,0.4026965562053281,1243,0.20191682910981157,803,0.13044184535412606,1631,0.26494476933073424,1269,0.20614035087719298,2797,3359,1398.5,671.8,2.081720750223281,1755,4401,585.0,489.0,1.196319018404908,0.2850877192982456,Queens,3,Queens Community District 3,QN 3,2021,2023
404,5631,175166,6.107249884043264,32.14664946393707,922.0189294550421,0.48907831646244004,0.1914402415201563,0.17723317350381815,0.05665068371514829,0.022020955425324097,0.061978334221275085,0.0003551767004084532,0.0012431184514295863,2500,0.4439708755105665,1264,0.22447167465814244,715,0.12697567039602203,1152,0.20458177943526903,1250,0.22198543775528326,2640,2991,1320.0,598.2,2.206619859578736,1444,4187,481.3333333333333,465.22222222222223,1.0346310007165034,0.2564375776949032,Queens,4,Queens Community District 4,QN 4,2021,2023
405,5053,184935,19.54577451968215,27.323113526374133,258.5213492006543,0.4816940431426875,0.15337423312883436,0.12111616861270533,0.10370077181872155,0.011874134177716208,0.12487631110231545,0.001187413417771621,0.0021769245992479713,2151,0.42568771027112606,860,0.17019592321393232,686,0.1357609340985553,1356,0.2683554324163863,1031,0.20403720562042352,2310,2743,1155.0,548.6,2.1053590958804227,1273,3780,424.3333333333333,420.0,1.0103174603174603,0.25192954680387886,Queens,5,Queens Community District 5,QN 5,2021,2023
406,4052,122344,7.6831404849640625,33.119727980121624,527.3885083748996,0.6172260612043435,0.06564659427443238,0.03677196446199408,0.07206317867719644,0.004195459032576505,0.20236920039486672,0.0014807502467917078,0.00024679170779861795,1310,0.3232971372161895,747,0.18435340572556763,631,0.15572556762092793,1364,0.3366238894373149,930,0.2295162882527147,1402,2650,701.0,530.0,1.3226415094339623,887,3165,295.6666666666667,351.6666666666667,0.8407582938388626,0.21890424481737414,Queens,6,Queens Community District 6,QN 6,2021,2023
407,9876,250032,30.497578973532725,39.498944135150694,323.8289835586907,0.33232077764277035,0.17608343458890238,0.03422438234102876,0.07017010935601459,0.01751721344673957,0.10358444714459296,0.2656946132037262,0.0004050222762251924,2950,0.29870392871607937,1507,0.15259214256784123,1714,0.17355204536249494,3705,0.37515188335358446,2353,0.23825435398946943,3605,6271,1802.5,1254.2,1.437171105086908,2797,7079,932.3333333333334,786.5555555555555,1.1853369119932196,0.2832118266504658,Queens,7,Queens Community District 7,QN 7,2021,2023
408,8851,159983,19.282032147578345,55.32462824175068,459.0283810470469,0.2580499378601288,0.020901593040334426,0.007343802960117501,0.48197943735171167,0.0014687605920235003,0.14710202237035364,0.01276691899220427,0.0703875268331262,947,0.1069935600497119,727,0.0821376115693142,1557,0.1759123262908146,5620,0.6349565020901593,1918,0.21669867811546717,2525,6326,1262.5,1265.2,0.9978659500474233,1747,7104,582.3333333333334,789.3333333333334,0.7377533783783784,0.19737882725115807,Queens,8,Queens Community District 8,QN 8,2021,2023
409,4189,150819,9.97549966149471,27.775015084306354,419.928839872501,0.6287896872761995,0.11554070183814753,0.054905705418954405,0.10336595846264025,0.0023872045834328003,0.09262353783719265,0.0011936022917164002,0.0011936022917164002,1925,0.459536882310814,739,0.17641441871568395,585,0.1396514681308188,940,0.2243972308426832,883,0.21079016471711626,2019,2170,1009.5,434.0,2.326036866359447,1292,2897,430.6666666666667,321.8888888888889,1.337935795650673,0.3084268321795178,Queens,9,Queens Community District 9,QN 9,2021,2023
410,7622,138303,15.986054149315109,55.11087973507444,476.79057813816735,0.33154027814221987,0.06822356336919444,0.03240619260036736,0.07019155077407505,0.001574389923904487,0.040934138021516665,0.45447389136709526,0.0006559958016268696,2327,0.3053004460771451,864,0.11335607452112306,1470,0.19286276567829966,2961,0.3884807137234322,1817,0.2383888743112044,3023,4599,1511.5,919.8,1.6432920200043488,2391,5231,797.0,581.2222222222222,1.371248327279679,0.31369719233796906,Queens,10,Queens Community District 10,QN 10,2021,2023
411,1719,123356,24.18756635963625,13.93527675994682,71.06957245887435,0.4077952297847586,0.06340895869691682,0.10413030831879,0.07446189645142524,0.012216404886561954,0.32693426410703896,0.008726003490401396,0.002326934264107039,551,0.3205351948807446,214,0.12449098312972659,303,0.1762652705061082,651,0.3787085514834206,410,0.2385107620709715,677,1042,338.5,208.4,1.6242802303262955,489,1230,163.0,136.66666666666666,1.1926829268292685,0.2844677137870855,Queens,11,Queens Community District 11,QN 11,2021,2023
412,8394,257420,24.835399090980083,32.60818895190739,337.9853075543529,0.7203955206099595,0.10841076959733142,0.04419823683583512,0.05920895878008101,0.0033357159876101976,0.062068143912318324,0.0015487252799618776,0.0008339289969025494,3756,0.4474624731951394,1753,0.20883964736716704,1025,0.12211103168930189,1860,0.2215868477483917,1730,0.20609959494877295,3728,4666,1864.0,933.2,1.997428204029147,3109,5285,1036.3333333333333,587.2222222222222,1.7648060548722801,0.37038360733857517,Queens,12,Queens Community District 12,QN 12,2021,2023
413,2819,206684,32.558757323786004,13.63917864953262,86.58192854125184,0.5501951046470379,0.09648811635331678,0.05746718694572543,0.12841433132316424,0.0046115643845335225,0.1610500177367861,0.001064207165661582,0.000709471443774388,1241,0.4402270308620078,449,0.15927633912735012,387,0.13728272437034408,742,0.26321390564029795,552,0.1958141184817311,1289,1530,644.5,306.0,2.1062091503267975,1079,1740,359.6666666666667,193.33333333333334,1.860344827586207,0.38275984391628237,Queens,13,Queens Community District 13,QN 13,2021,2023
414,2907,134226,18.16908142512473,21.65750301729918,159.99708141437006,0.6694186446508428,0.12074303405572756,0.030959752321981424,0.05503955968352253,0.006191950464396285,0.11695906432748537,0.0003439972480220158,0.0003439972480220158,942,0.3240454076367389,501,0.17234262125902994,485,0.16683866529067767,979,0.33677330581355347,712,0.24492604059167528,1085,1822,542.5,364.4,1.488748627881449,791,2116,263.6666666666667,235.11111111111111,1.1214555765595464,0.27210182318541454,Queens,14,Queens Community District 14,QN 14,2021,2023
501,4281,182838,35.04485143900976,23.414169920913594,122.15774426809683,0.5519738378883439,0.1296426068675543,0.07054426535856108,0.11422564821303434,0.002803083391730904,0.12286848867087129,0.007241298761971502,0.000700770847932726,1441,0.3366035972903527,635,0.14832982947909368,704,0.16444755898154637,1501,0.35061901424900727,996,0.23265592151366504,1734,2547,867.0,509.4,1.7020023557126032,1038,3243,346.0,360.3333333333333,0.9602220166512488,0.2424667133847232,Staten Island,1,Staten Island Community District 1,SI 1,2021,2023
502,1817,141364,54.9515152834954,12.853343142525679,33.065512217926646,0.542652724270776,0.06604292790313704,0.031920748486516236,0.10181618051733626,0.003852504127682994,0.2526141992294992,0.001100715465052284,0.0,544,0.2993946064942212,246,0.13538800220143093,356,0.19592735277930656,671,0.3692900385250413,485,0.26692350027517886,734,1083,367.0,216.6,1.6943674976915974,492,1325,164.0,147.22222222222223,1.1139622641509432,0.27077600440286187,Staten Island,2,Staten Island Community District 2,SI 2,2021,2023
503,1582,168027,55.77200026965786,9.415153516994291,28.365487921376737,0.450063211125158,0.08091024020227561,0.02781289506953224,0.12262958280657396,0.0037926675094816687,0.309102402022756,0.0031605562579013905,0.0025284450063211127,321,0.20290771175726927,172,0.10872313527180784,397,0.2509481668773704,692,0.43742098609355246,485,0.3065739570164349,584,998,292.0,199.6,1.462925851703407,418,1164,139.33333333333334,129.33333333333334,1.077319587628866,0.26422250316055623,Staten Island,3,Staten Island Community District 3,SI 3,2021,2023
